source_entity,r.relation_type,target_entity,r.description,r.source_document,r.confidence
Participation Support Program,RELATED_TO,Support Program,Participation Support Program related to Support Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Participation Support Program,RELATED_TO,Grant Program,Participation Support Program related to Grant Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Participation Support Program,RELATED_TO,Alberta multi,Participation Support Program related to Alberta multi,https://www.alberta.ca/albertas-future-leaders-program,0.7
Participation Support Program,RELATED_TO,Alberta to provide summer youth programming,Participation Support Program related to Alberta to provide summer youth programming,https://www.alberta.ca/albertas-future-leaders-program,0.7
Participation Support Program,RELATED_TO,cultural act,Participation Support Program related to cultural act,https://www.alberta.ca/albertas-future-leaders-program,0.7
Participation Support Program,RELATED_TO,and policy,Participation Support Program related to and policy,https://www.alberta.ca/albertas-future-leaders-program,0.7
the sport program,RELATED_TO,Participation Support Program,the sport program related to Participation Support Program,https://www.alberta.ca/sport-participation-support-program,0.7
the sport program,RELATED_TO,Future Leaders Program,the sport program related to Future Leaders Program,https://www.alberta.ca/sport-participation-support-program,0.7
the sport program,RELATED_TO,Support Program,the sport program related to Support Program,https://www.alberta.ca/sport-participation-support-program,0.7
the sport program,RELATED_TO,sport program,the sport program related to sport program,https://www.alberta.ca/sport-participation-support-program,0.7
the sport program,RELATED_TO,Award program,the sport program related to Award program,https://www.alberta.ca/sport-participation-support-program,0.7
the sport program,RELATED_TO,Grant program,the sport program related to Grant program,https://www.alberta.ca/sport-participation-support-program,0.7
the sport program,RELATED_TO,Leaders Program,the sport program related to Leaders Program,https://www.alberta.ca/sport-participation-support-program,0.7
the sport program,RELATED_TO,grant program,the sport program related to grant program,https://www.alberta.ca/sport-participation-support-program,0.7
the sport program,RELATED_TO,Grant Program,the sport program related to Grant Program,https://www.alberta.ca/sport-participation-support-program,0.7
the sport program,RELATED_TO,Alberta multi,the sport program related to Alberta multi,https://www.alberta.ca/sport-participation-support-program,0.7
the sport program,RELATED_TO,physical act,the sport program related to physical act,https://www.alberta.ca/sport-participation-support-program,0.7
the sport program,RELATED_TO,Physical Act,the sport program related to Physical Act,https://www.alberta.ca/sport-participation-support-program,0.7
Future Leaders Program,RELATED_TO,the sport program,Future Leaders Program related to the sport program,https://www.alberta.ca/sport-participation-support-program,0.7
Future Leaders Program,RELATED_TO,sport program,Future Leaders Program related to sport program,https://www.alberta.ca/sport-participation-support-program,0.7
Future Leaders Program,RELATED_TO,Award program,Future Leaders Program related to Award program,https://www.alberta.ca/sport-participation-support-program,0.7
Future Leaders Program,RELATED_TO,Grant program,Future Leaders Program related to Grant program,https://www.alberta.ca/sport-participation-support-program,0.7
Future Leaders Program,RELATED_TO,Leaders Program,Future Leaders Program related to Leaders Program,https://www.alberta.ca/sport-participation-support-program,0.7
Future Leaders Program,RELATED_TO,grant program,Future Leaders Program related to grant program,https://www.alberta.ca/sport-participation-support-program,0.7
Future Leaders Program,RELATED_TO,Grant Program,Future Leaders Program related to Grant Program,https://www.alberta.ca/sport-participation-support-program,0.7
Future Leaders Program,RELATED_TO,Alberta multi,Future Leaders Program related to Alberta multi,https://www.alberta.ca/sport-participation-support-program,0.7
Future Leaders Program,RELATED_TO,and policy,Future Leaders Program related to and policy,https://www.alberta.ca/sport-participation-support-program,0.7
Future Leaders Program,RELATED_TO,and award program,Future Leaders Program related to and award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Future Leaders Program,RELATED_TO,Participation Support Program,Future Leaders Program related to Participation Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Future Leaders Program,RELATED_TO,award program,Future Leaders Program related to award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Future Leaders Program,RELATED_TO,Award program,Future Leaders Program related to Award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Future Leaders Program,RELATED_TO,Grant program,Future Leaders Program related to Grant program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Future Leaders Program,RELATED_TO,Leaders Program,Future Leaders Program related to Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Future Leaders Program,RELATED_TO,Support Program,Future Leaders Program related to Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Future Leaders Program,RELATED_TO,Alberta multi,Future Leaders Program related to Alberta multi,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Future Leaders Program,RELATED_TO,and policy,Future Leaders Program related to and policy,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Future Leaders Program,RELATED_TO,Participation Support Program,Future Leaders Program related to Participation Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Future Leaders Program,RELATED_TO,Recognition Awards program,Future Leaders Program related to Recognition Awards program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Future Leaders Program,RELATED_TO,Grant program,Future Leaders Program related to Grant program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Future Leaders Program,RELATED_TO,Leaders Program,Future Leaders Program related to Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Future Leaders Program,RELATED_TO,Support Program,Future Leaders Program related to Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Future Leaders Program,RELATED_TO,Awards program,Future Leaders Program related to Awards program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Future Leaders Program,RELATED_TO,Grant Program,Future Leaders Program related to Grant Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Future Leaders Program,RELATED_TO,Alberta multi,Future Leaders Program related to Alberta multi,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Future Leaders Program,RELATED_TO,Alberta Sport Recognition Awards program honours extraordinary Albertan athletes,Future Leaders Program related to Alberta Sport Recognition Awards program honours extraordinary Albertan athletes,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Future Leaders Program,RELATED_TO,Alberta Sport Recognition Awards,Future Leaders Program related to Alberta Sport Recognition Awards,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Future Leaders Program,RELATED_TO,and policy,Future Leaders Program related to and policy,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Future Leaders Program,RELATED_TO,and cultural program,Future Leaders Program related to and cultural program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Future Leaders Program,RELATED_TO,Indigenous youth program,Future Leaders Program related to Indigenous youth program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Future Leaders Program,RELATED_TO,Leaders Program,Future Leaders Program related to Leaders Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Future Leaders Program,RELATED_TO,The program,Future Leaders Program related to The program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Future Leaders Program,RELATED_TO,cultural program,Future Leaders Program related to cultural program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Future Leaders Program,RELATED_TO,youth program,Future Leaders Program related to youth program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Future Leaders Program,RELATED_TO,Alberta are started by people,Future Leaders Program related to Alberta are started by people,https://www.alberta.ca/albertas-future-leaders-program,0.7
Future Leaders Program,RELATED_TO,physical act,Future Leaders Program related to physical act,https://www.alberta.ca/albertas-future-leaders-program,0.7
Future Leaders Program,RELATED_TO,Physical Act,Future Leaders Program related to Physical Act,https://www.alberta.ca/albertas-future-leaders-program,0.7
projects or program,RELATED_TO,biannual grant program,projects or program related to biannual grant program,https://www.alberta.ca/sport-participation-support-program,0.7
projects or program,RELATED_TO,or program,projects or program related to or program,https://www.alberta.ca/sport-participation-support-program,0.7
projects or program,RELATED_TO,and policy,projects or program related to and policy,https://www.alberta.ca/sport-participation-support-program,0.7
biannual grant program,RELATED_TO,projects or program,biannual grant program related to projects or program,https://www.alberta.ca/sport-participation-support-program,0.7
biannual grant program,RELATED_TO,or program,biannual grant program related to or program,https://www.alberta.ca/sport-participation-support-program,0.7
biannual grant program,RELATED_TO,Alberta Legislature,biannual grant program related to Alberta Legislature,https://www.alberta.ca/sport-participation-support-program,0.7
biannual grant program,RELATED_TO,these act,biannual grant program related to these act,https://www.alberta.ca/sport-participation-support-program,0.7
biannual grant program,RELATED_TO,Societies Act,biannual grant program related to Societies Act,https://www.alberta.ca/sport-participation-support-program,0.7
biannual grant program,RELATED_TO,Corporations Act,biannual grant program related to Corporations Act,https://www.alberta.ca/sport-participation-support-program,0.7
biannual grant program,RELATED_TO,Companies Act,biannual grant program related to Companies Act,https://www.alberta.ca/sport-participation-support-program,0.7
biannual grant program,RELATED_TO,special act,biannual grant program related to special act,https://www.alberta.ca/sport-participation-support-program,0.7
Development Grant Program,RELATED_TO,Environmental Science Program,Development Grant Program related to Environmental Science Program,https://www.alberta.ca/sport-participation-support-program,0.7
Development Grant Program,RELATED_TO,Employment Partnerships Program,Development Grant Program related to Employment Partnerships Program,https://www.alberta.ca/sport-participation-support-program,0.7
Development Grant Program,RELATED_TO,Maintenance Enforcement Program,Development Grant Program related to Maintenance Enforcement Program,https://www.alberta.ca/sport-participation-support-program,0.7
Development Grant Program,RELATED_TO,Science Program,Development Grant Program related to Science Program,https://www.alberta.ca/sport-participation-support-program,0.7
Development Grant Program,RELATED_TO,Partnerships Program,Development Grant Program related to Partnerships Program,https://www.alberta.ca/sport-participation-support-program,0.7
Development Grant Program,RELATED_TO,Enforcement Program,Development Grant Program related to Enforcement Program,https://www.alberta.ca/sport-participation-support-program,0.7
Development Grant Program,RELATED_TO,Alberta Energy Regulator,Development Grant Program related to Alberta Energy Regulator,https://www.alberta.ca/sport-participation-support-program,0.7
Development Grant Program,RELATED_TO,Alberta Crown Prosecution Service,Development Grant Program related to Alberta Crown Prosecution Service,https://www.alberta.ca/sport-participation-support-program,0.7
Development Grant Program,RELATED_TO,Event Grant Program,Development Grant Program related to Event Grant Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Development Grant Program,RELATED_TO,Can Play Program,Development Grant Program related to Can Play Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Development Grant Program,RELATED_TO,operating grant program,Development Grant Program related to operating grant program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Development Grant Program,RELATED_TO,Grant program,Development Grant Program related to Grant program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Development Grant Program,RELATED_TO,Grant Program,Development Grant Program related to Grant Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Development Grant Program,RELATED_TO,Play Program,Development Grant Program related to Play Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Development Grant Program,RELATED_TO,grant program,Development Grant Program related to grant program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Development Grant Program,RELATED_TO,Environmental Science Program,Development Grant Program related to Environmental Science Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Development Grant Program,RELATED_TO,Employment Partnerships Program,Development Grant Program related to Employment Partnerships Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Development Grant Program,RELATED_TO,Maintenance Enforcement Program,Development Grant Program related to Maintenance Enforcement Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Development Grant Program,RELATED_TO,Science Program,Development Grant Program related to Science Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Development Grant Program,RELATED_TO,Partnerships Program,Development Grant Program related to Partnerships Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Development Grant Program,RELATED_TO,Enforcement Program,Development Grant Program related to Enforcement Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Development Grant Program,RELATED_TO,Alberta Energy Regulator,Development Grant Program related to Alberta Energy Regulator,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Development Grant Program,RELATED_TO,Alberta Crown Prosecution Service,Development Grant Program related to Alberta Crown Prosecution Service,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Development Grant Program,RELATED_TO,Environmental Science Program,Development Grant Program related to Environmental Science Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Development Grant Program,RELATED_TO,Employment Partnerships Program,Development Grant Program related to Employment Partnerships Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Development Grant Program,RELATED_TO,Maintenance Enforcement Program,Development Grant Program related to Maintenance Enforcement Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Development Grant Program,RELATED_TO,Science Program,Development Grant Program related to Science Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Development Grant Program,RELATED_TO,Partnerships Program,Development Grant Program related to Partnerships Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Development Grant Program,RELATED_TO,Enforcement Program,Development Grant Program related to Enforcement Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Development Grant Program,RELATED_TO,Alberta Energy Regulator,Development Grant Program related to Alberta Energy Regulator,https://www.alberta.ca/albertas-future-leaders-program,0.7
Development Grant Program,RELATED_TO,Alberta Crown Prosecution Service,Development Grant Program related to Alberta Crown Prosecution Service,https://www.alberta.ca/albertas-future-leaders-program,0.7
Development Grant Program,RELATED_TO,Can Play Program,Development Grant Program related to Can Play Program,https://www.alberta.ca/every-kid-can-play-program,0.7
Development Grant Program,RELATED_TO,This grant program,Development Grant Program related to This grant program,https://www.alberta.ca/every-kid-can-play-program,0.7
Development Grant Program,RELATED_TO,and recreation program,Development Grant Program related to and recreation program,https://www.alberta.ca/every-kid-can-play-program,0.7
Development Grant Program,RELATED_TO,operating grant program,Development Grant Program related to operating grant program,https://www.alberta.ca/every-kid-can-play-program,0.7
Development Grant Program,RELATED_TO,Event Grant Program,Development Grant Program related to Event Grant Program,https://www.alberta.ca/every-kid-can-play-program,0.7
Development Grant Program,RELATED_TO,Grant program,Development Grant Program related to Grant program,https://www.alberta.ca/every-kid-can-play-program,0.7
Development Grant Program,RELATED_TO,Play Program,Development Grant Program related to Play Program,https://www.alberta.ca/every-kid-can-play-program,0.7
Development Grant Program,RELATED_TO,grant program,Development Grant Program related to grant program,https://www.alberta.ca/every-kid-can-play-program,0.7
Development Grant Program,RELATED_TO,recreation program,Development Grant Program related to recreation program,https://www.alberta.ca/every-kid-can-play-program,0.7
Development Grant Program,RELATED_TO,Grant Program,Development Grant Program related to Grant Program,https://www.alberta.ca/every-kid-can-play-program,0.7
Support Program,RELATED_TO,Participation Support Program,Support Program related to Participation Support Program,https://www.alberta.ca/sport-participation-support-program,0.7
Support Program,RELATED_TO,the sport program,Support Program related to the sport program,https://www.alberta.ca/sport-participation-support-program,0.7
Support Program,RELATED_TO,sport program,Support Program related to sport program,https://www.alberta.ca/sport-participation-support-program,0.7
Support Program,RELATED_TO,Award program,Support Program related to Award program,https://www.alberta.ca/sport-participation-support-program,0.7
Support Program,RELATED_TO,Grant program,Support Program related to Grant program,https://www.alberta.ca/sport-participation-support-program,0.7
Support Program,RELATED_TO,grant program,Support Program related to grant program,https://www.alberta.ca/sport-participation-support-program,0.7
Support Program,RELATED_TO,Grant Program,Support Program related to Grant Program,https://www.alberta.ca/sport-participation-support-program,0.7
Support Program,RELATED_TO,Alberta are started by people,Support Program related to Alberta are started by people,https://www.alberta.ca/sport-participation-support-program,0.7
Support Program,RELATED_TO,physical act,Support Program related to physical act,https://www.alberta.ca/sport-participation-support-program,0.7
Support Program,RELATED_TO,Physical Act,Support Program related to Physical Act,https://www.alberta.ca/sport-participation-support-program,0.7
Support Program,RELATED_TO,and award program,Support Program related to and award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Support Program,RELATED_TO,Future Leaders Program,Support Program related to Future Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Support Program,RELATED_TO,Participation Support Program,Support Program related to Participation Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Support Program,RELATED_TO,and welcoming program,Support Program related to and welcoming program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Support Program,RELATED_TO,award program,Support Program related to award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Support Program,RELATED_TO,Award program,Support Program related to Award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Support Program,RELATED_TO,Grant program,Support Program related to Grant program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Support Program,RELATED_TO,Leaders Program,Support Program related to Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Support Program,RELATED_TO,welcoming program,Support Program related to welcoming program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Support Program,RELATED_TO,Alberta multi,Support Program related to Alberta multi,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Support Program,RELATED_TO,and policy,Support Program related to and policy,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Support Program,RELATED_TO,Future Leaders Program,Support Program related to Future Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Support Program,RELATED_TO,Participation Support Program,Support Program related to Participation Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Support Program,RELATED_TO,Recognition Awards program,Support Program related to Recognition Awards program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Support Program,RELATED_TO,Grant program,Support Program related to Grant program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Support Program,RELATED_TO,Leaders Program,Support Program related to Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Support Program,RELATED_TO,Awards program,Support Program related to Awards program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Support Program,RELATED_TO,Grant Program,Support Program related to Grant Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Support Program,RELATED_TO,Alberta multi,Support Program related to Alberta multi,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Support Program,RELATED_TO,Alberta Sport Recognition Awards program honours extraordinary Albertan athletes,Support Program related to Alberta Sport Recognition Awards program honours extraordinary Albertan athletes,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Support Program,RELATED_TO,Alberta Sport Recognition Awards,Support Program related to Alberta Sport Recognition Awards,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Support Program,RELATED_TO,and policy,Support Program related to and policy,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Support Program,RELATED_TO,and cultural program,Support Program related to and cultural program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,Indigenous youth program,Support Program related to Indigenous youth program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,Participation Support Program,Support Program related to Participation Support Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,summer youth program,Support Program related to summer youth program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,cultural program,Support Program related to cultural program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,youth program,Support Program related to youth program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,Award program,Support Program related to Award program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,Grant program,Support Program related to Grant program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,Grant Program,Support Program related to Grant Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,Alberta multi,Support Program related to Alberta multi,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,Alberta to provide summer youth programming,Support Program related to Alberta to provide summer youth programming,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,cultural act,Support Program related to cultural act,https://www.alberta.ca/albertas-future-leaders-program,0.7
Support Program,RELATED_TO,and policy,Support Program related to and policy,https://www.alberta.ca/albertas-future-leaders-program,0.7
sport program,RELATED_TO,Participation Support Program,sport program related to Participation Support Program,https://www.alberta.ca/sport-participation-support-program,0.7
sport program,RELATED_TO,the sport program,sport program related to the sport program,https://www.alberta.ca/sport-participation-support-program,0.7
sport program,RELATED_TO,Future Leaders Program,sport program related to Future Leaders Program,https://www.alberta.ca/sport-participation-support-program,0.7
sport program,RELATED_TO,Support Program,sport program related to Support Program,https://www.alberta.ca/sport-participation-support-program,0.7
sport program,RELATED_TO,Award program,sport program related to Award program,https://www.alberta.ca/sport-participation-support-program,0.7
sport program,RELATED_TO,Grant program,sport program related to Grant program,https://www.alberta.ca/sport-participation-support-program,0.7
sport program,RELATED_TO,Leaders Program,sport program related to Leaders Program,https://www.alberta.ca/sport-participation-support-program,0.7
sport program,RELATED_TO,grant program,sport program related to grant program,https://www.alberta.ca/sport-participation-support-program,0.7
sport program,RELATED_TO,Grant Program,sport program related to Grant Program,https://www.alberta.ca/sport-participation-support-program,0.7
sport program,RELATED_TO,Alberta multi,sport program related to Alberta multi,https://www.alberta.ca/sport-participation-support-program,0.7
sport program,RELATED_TO,physical act,sport program related to physical act,https://www.alberta.ca/sport-participation-support-program,0.7
sport program,RELATED_TO,Physical Act,sport program related to Physical Act,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,Participation Support Program,Award program related to Participation Support Program,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,the sport program,Award program related to the sport program,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,Future Leaders Program,Award program related to Future Leaders Program,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,Support Program,Award program related to Support Program,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,sport program,Award program related to sport program,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,Grant program,Award program related to Grant program,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,Leaders Program,Award program related to Leaders Program,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,grant program,Award program related to grant program,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,Grant Program,Award program related to Grant Program,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,Alberta multi,Award program related to Alberta multi,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,and policy,Award program related to and policy,https://www.alberta.ca/sport-participation-support-program,0.7
Award program,RELATED_TO,and award program,Award program related to and award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Award program,RELATED_TO,Future Leaders Program,Award program related to Future Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Award program,RELATED_TO,Participation Support Program,Award program related to Participation Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Award program,RELATED_TO,award program,Award program related to award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Award program,RELATED_TO,Grant program,Award program related to Grant program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Award program,RELATED_TO,Leaders Program,Award program related to Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Award program,RELATED_TO,Support Program,Award program related to Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Award program,RELATED_TO,Alberta are started by people,Award program related to Alberta are started by people,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Award program,RELATED_TO,Alberta multi,Award program related to Alberta multi,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Award program,RELATED_TO,physical act,Award program related to physical act,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Award program,RELATED_TO,Physical Act,Award program related to Physical Act,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Award program,RELATED_TO,Grant program,Award program related to Grant program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Award program,RELATED_TO,Grant Program,Award program related to Grant Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Award program,RELATED_TO,Alberta are started by people,Award program related to Alberta are started by people,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Award program,RELATED_TO,physical act,Award program related to physical act,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Award program,RELATED_TO,Physical Act,Award program related to Physical Act,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Award program,RELATED_TO,and cultural program,Award program related to and cultural program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Award program,RELATED_TO,Indigenous youth program,Award program related to Indigenous youth program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Award program,RELATED_TO,Participation Support Program,Award program related to Participation Support Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Award program,RELATED_TO,The program,Award program related to The program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Award program,RELATED_TO,cultural program,Award program related to cultural program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Award program,RELATED_TO,youth program,Award program related to youth program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Award program,RELATED_TO,Grant program,Award program related to Grant program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Award program,RELATED_TO,Support Program,Award program related to Support Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Award program,RELATED_TO,Grant Program,Award program related to Grant Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Award program,RELATED_TO,Alberta multi,Award program related to Alberta multi,https://www.alberta.ca/albertas-future-leaders-program,0.7
Award program,RELATED_TO,and policy,Award program related to and policy,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,Participation Support Program,Grant program related to Participation Support Program,https://www.alberta.ca/sport-participation-support-program,0.7
Grant program,RELATED_TO,the sport program,Grant program related to the sport program,https://www.alberta.ca/sport-participation-support-program,0.7
Grant program,RELATED_TO,Future Leaders Program,Grant program related to Future Leaders Program,https://www.alberta.ca/sport-participation-support-program,0.7
Grant program,RELATED_TO,Support Program,Grant program related to Support Program,https://www.alberta.ca/sport-participation-support-program,0.7
Grant program,RELATED_TO,sport program,Grant program related to sport program,https://www.alberta.ca/sport-participation-support-program,0.7
Grant program,RELATED_TO,Award program,Grant program related to Award program,https://www.alberta.ca/sport-participation-support-program,0.7
Grant program,RELATED_TO,Leaders Program,Grant program related to Leaders Program,https://www.alberta.ca/sport-participation-support-program,0.7
Grant program,RELATED_TO,grant program,Grant program related to grant program,https://www.alberta.ca/sport-participation-support-program,0.7
Grant program,RELATED_TO,Grant Program,Grant program related to Grant Program,https://www.alberta.ca/sport-participation-support-program,0.7
Grant program,RELATED_TO,Alberta multi,Grant program related to Alberta multi,https://www.alberta.ca/sport-participation-support-program,0.7
Grant program,RELATED_TO,and policy,Grant program related to and policy,https://www.alberta.ca/sport-participation-support-program,0.7
Grant program,RELATED_TO,Event Grant Program,Grant program related to Event Grant Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Grant program,RELATED_TO,Development Grant Program,Grant program related to Development Grant Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Grant program,RELATED_TO,Grant Program,Grant program related to Grant Program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Grant program,RELATED_TO,grant program,Grant program related to grant program,https://www.alberta.ca/major-sport-event-grant-program,0.7
Grant program,RELATED_TO,Alberta are started by people,Grant program related to Alberta are started by people,https://www.alberta.ca/major-sport-event-grant-program,0.7
