entity,ministry,source_document,source_url
"June 17, 2025",Mental Health and Addiction,Page Content: Service provider licensing – Appeal a decision | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision
Skip,Mental Health and Addiction,Page Content: Service provider licensing – Appeal a decision | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision
Service,Mental Health and Addiction,Page Content: Service provider licensing – Appeal a decision | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision
Alberta,Mental Health and Addiction,Page Content: Service provider licensing – Appeal a decision | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision
Appeal,Mental Health and Addiction,Page Content: Service provider licensing – Appeal a decision | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-decision
1-866-845-3425,Mental Health and Addiction,Page Content: Service provider licensing – Appeal hearing | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing
Search,Mental Health and Addiction,Page Content: Service provider licensing – Appeal hearing | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing
1-800-661-1095,Mental Health and Addiction,Page Content: Service provider licensing – Appeal hearing | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing
Popular,Mental Health and Addiction,Page Content: Service provider licensing – Appeal hearing | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing
Search Alberta,Mental Health and Addiction,Page Content: Service provider licensing – Appeal hearing | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing
"June 17, 2025",Mental Health and Addiction,Page Content: Service provider licensing – Appeal hearing | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing
Skip,Mental Health and Addiction,Page Content: Service provider licensing – Appeal hearing | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing
Service,Mental Health and Addiction,Page Content: Service provider licensing – Appeal hearing | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing
Alberta,Mental Health and Addiction,Page Content: Service provider licensing – Appeal hearing | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing
Appeal,Mental Health and Addiction,Page Content: Service provider licensing – Appeal hearing | Alberta.ca,https://www.alberta.ca/addiction-and-mental-health-service-provider-licensing-appeal-hearing
Narcotic,Mental Health and Addiction,Page Content: Narcotic transition service provider licensing | Alberta.ca,https://www.alberta.ca/narcotic-transition-service-provider-licensing
780-427-8740,Mental Health and Addiction,Page Content: Narcotic transition service provider licensing | Alberta.ca,https://www.alberta.ca/narcotic-transition-service-provider-licensing
Search,Mental Health and Addiction,Page Content: Narcotic transition service provider licensing | Alberta.ca,https://www.alberta.ca/narcotic-transition-service-provider-licensing
Popular,Mental Health and Addiction,Page Content: Narcotic transition service provider licensing | Alberta.ca,https://www.alberta.ca/narcotic-transition-service-provider-licensing
Search Alberta,Mental Health and Addiction,Page Content: Narcotic transition service provider licensing | Alberta.ca,https://www.alberta.ca/narcotic-transition-service-provider-licensing
"June 17, 2025",Mental Health and Addiction,Page Content: Narcotic transition service provider licensing | Alberta.ca,https://www.alberta.ca/narcotic-transition-service-provider-licensing
Skip,Mental Health and Addiction,Page Content: Narcotic transition service provider licensing | Alberta.ca,https://www.alberta.ca/narcotic-transition-service-provider-licensing
Refocusing,Mental Health and Addiction,Page Content: Narcotic transition service provider licensing | Alberta.ca,https://www.alberta.ca/narcotic-transition-service-provider-licensing
Alberta,Mental Health and Addiction,Page Content: Narcotic transition service provider licensing | Alberta.ca,https://www.alberta.ca/narcotic-transition-service-provider-licensing
780-422-4703,Mental Health and Addiction,Page Content: Narcotic transition service provider licensing | Alberta.ca,https://www.alberta.ca/narcotic-transition-service-provider-licensing
Psychedelic,Mental Health and Addiction,Page Content: Psychedelic drug treatment service provider licensing | Alberta.ca,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing
780-427-8740,Mental Health and Addiction,Page Content: Psychedelic drug treatment service provider licensing | Alberta.ca,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing
Search,Mental Health and Addiction,Page Content: Psychedelic drug treatment service provider licensing | Alberta.ca,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing
Popular,Mental Health and Addiction,Page Content: Psychedelic drug treatment service provider licensing | Alberta.ca,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing
Search Alberta,Mental Health and Addiction,Page Content: Psychedelic drug treatment service provider licensing | Alberta.ca,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing
"June 17, 2025",Mental Health and Addiction,Page Content: Psychedelic drug treatment service provider licensing | Alberta.ca,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing
Skip,Mental Health and Addiction,Page Content: Psychedelic drug treatment service provider licensing | Alberta.ca,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing
Refocusing,Mental Health and Addiction,Page Content: Psychedelic drug treatment service provider licensing | Alberta.ca,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing
Alberta,Mental Health and Addiction,Page Content: Psychedelic drug treatment service provider licensing | Alberta.ca,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing
780-422-4703,Mental Health and Addiction,Page Content: Psychedelic drug treatment service provider licensing | Alberta.ca,https://www.alberta.ca/psychedelic-drug-treatment-service-provider-licensing
"May 16, 2025",Municipal Affairs,Page Content: Municipal Affairs | Alberta.ca,https://www.alberta.ca/municipal-affairs
Municipal Affairs,Municipal Affairs,Page Content: Municipal Affairs | Alberta.ca,https://www.alberta.ca/municipal-affairs
Search,Municipal Affairs,Page Content: Municipal Affairs | Alberta.ca,https://www.alberta.ca/municipal-affairs
Popular,Municipal Affairs,Page Content: Municipal Affairs | Alberta.ca,https://www.alberta.ca/municipal-affairs
Search Alberta,Municipal Affairs,Page Content: Municipal Affairs | Alberta.ca,https://www.alberta.ca/municipal-affairs
"June 17, 2025",Municipal Affairs,Page Content: Municipal Affairs | Alberta.ca,https://www.alberta.ca/municipal-affairs
Skip,Municipal Affairs,Page Content: Municipal Affairs | Alberta.ca,https://www.alberta.ca/municipal-affairs
Refocusing,Municipal Affairs,Page Content: Municipal Affairs | Alberta.ca,https://www.alberta.ca/municipal-affairs
Alberta,Municipal Affairs,Page Content: Municipal Affairs | Alberta.ca,https://www.alberta.ca/municipal-affairs
$1,Municipal Affairs,Page Content: Municipal Affairs | Alberta.ca,https://www.alberta.ca/municipal-affairs
Technology,Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
"December 4, 2024",Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
"October 24, 2022",Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
Search,Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
Popular,Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
$4,Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
Innovation,Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
Search Alberta,Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
"June 17, 2025",Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
Skip,Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
"November 6, 2024",Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
Alberta,Technology and Innovation,Page Content: Technology and Innovation | Alberta.ca,https://www.alberta.ca/technology-and-innovation
Search,Technology and Innovation,Page Content: Digital literacy program | Alberta.ca,https://www.alberta.ca/digital-literacy-program
Popular,Technology and Innovation,Page Content: Digital literacy program | Alberta.ca,https://www.alberta.ca/digital-literacy-program
Digital,Technology and Innovation,Page Content: Digital literacy program | Alberta.ca,https://www.alberta.ca/digital-literacy-program
Search Alberta,Technology and Innovation,Page Content: Digital literacy program | Alberta.ca,https://www.alberta.ca/digital-literacy-program
"June 17, 2025",Technology and Innovation,Page Content: Digital literacy program | Alberta.ca,https://www.alberta.ca/digital-literacy-program
Skip,Technology and Innovation,Page Content: Digital literacy program | Alberta.ca,https://www.alberta.ca/digital-literacy-program
Refocusing,Technology and Innovation,Page Content: Digital literacy program | Alberta.ca,https://www.alberta.ca/digital-literacy-program
Alberta,Technology and Innovation,Page Content: Digital literacy program | Alberta.ca,https://www.alberta.ca/digital-literacy-program
0000013561,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/xap/1.0/g/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000001101,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/xap/1.0/sType/ResourceEvent#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
Rotate,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/xap/1.0/mm/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/xap/1.0/t/pg/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000005208,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
Page,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/xap/1.0/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000014114,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
2023/07/17,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0001635717,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/pdf/1.3/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
Indexed,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000000000,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://purl.org/dc/elements/1.1/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/xap/1.0/sType/ResourceRef#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$2,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000005376,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000005034,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000035200,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
Text,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000058074,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000013847,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$0,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000014484,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0001704796,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$4,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000000836,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
2016/09/10,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
Type,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$1,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0001567617,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000002468,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0001567683,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000000016,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0001636124,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/xap/1.0/sType/ManifestItem#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000035473,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000002074,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$9,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000001041,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/xap/1.0/sType/Dimensions#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
Vvbe,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$3,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://www.w3.org/1999/02/22-rdf-syntax-ns#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000057947,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
09/10-02,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
1999/02/22,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0001704718,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$7,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$6,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$۲,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
"$,",Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0001548896,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
Properties,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$5,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000057712,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0001567734,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000002515,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000001703,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0001561003,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0001704837,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$٥,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000014089,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000005277,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/xap/1.0/sType/Font#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/illustrator/1.0/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
07/17-15,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000005095,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
$8,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
Prev,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/xap/1.0/g/img/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
Font,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
0000001564,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1.pdf
http://ns.adobe.com/xap/1.0/g/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/sType/ResourceEvent#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/mm/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/t/pg/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/pdf/1.3/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
Length,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$۸,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://purl.org/dc/elements/1.1/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/sType/ResourceRef#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$2,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
Index,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
Size,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
Info,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
Text,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
Filter,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$0,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
"$,2",Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$4,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
2016/09/10,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
Type,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$1,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/sType/ManifestItem#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$9,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/sType/Dimensions#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$3,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://www.w3.org/1999/02/22-rdf-syntax-ns#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
09/10-02,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
1999/02/22,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$7,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$6,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
"$,",Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$5,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$65,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/sType/Font#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
$8,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/illustrator/1.0/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
Root,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
Font,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
Prev,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/g/img/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v2-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/g/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/sType/ResourceEvent#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/mm/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/t/pg/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
http://ns.adobe.com/pdf/1.3/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
Length,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
http://purl.org/dc/elements/1.1/,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/sType/ResourceRef#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
$2,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
Index,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
Size,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
Info,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
Text,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
Filter,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
$0,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
$4,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
2016/09/10,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
Type,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
$1,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
http://ns.adobe.com/xap/1.0/sType/ManifestItem#,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
$9,Technology and Innovation,Page Content: No Title,https://www.alberta.ca/system/files/ti-digital-literacy-program-poster-v1-with-cutmarks.pdf
